,sourceNodeId,targetNodeId,relationshipType
2125,17476,1122425,CITES
2126,17476,1129208,CITES
2127,17476,170338,CITES
2128,17476,28456,CITES
2129,17476,33013,CITES
2130,17476,682666,CITES
2131,17476,892139,CITES
2132,17477,1103162,CITES
2133,17488,1103162,CITES
2134,17798,1119987,CITES
2135,17798,1152308,CITES
2136,17798,3231,CITES
2137,17798,323128,CITES
2138,17798,39131,CITES
2139,17798,56167,CITES
2140,17811,1107136,CITES
2141,17811,63486,CITES
2142,17821,245955,CITES
2143,18251,1106052,CITES
2144,18313,249421,CITES
2145,18532,86923,CITES
2146,18536,1106854,CITES
2147,18536,424540,CITES
2148,18536,86923,CITES
2149,18615,1000012,CITES
2150,18615,4660,CITES
2151,18615,582343,CITES
2152,18619,1153091,CITES
2153,18619,18615,CITES
2154,18619,4660,CITES
2155,18770,28964,CITES
2156,18770,531348,CITES
2157,18770,531351,CITES
2158,18773,167656,CITES
2159,18773,88356,CITES
2160,18774,73146,CITES
2161,18777,103537,CITES
2162,18777,1112686,CITES
2163,18777,116790,CITES
2164,18777,173863,CITES
2165,18777,18774,CITES
2166,18777,33013,CITES
2167,18777,345340,CITES
2168,18777,445938,CITES
2169,18777,510718,CITES
2170,18777,66794,CITES
2171,18777,73146,CITES
2172,18777,79817,CITES
2173,18777,94713,CITES
2174,18781,1108175,CITES
2175,18781,18785,CITES
2176,18781,86840,CITES
2177,18811,1106401,CITES
2178,18811,1112686,CITES
2179,18811,20920,CITES
2180,18812,20920,CITES
2181,18812,510715,CITES
2182,18815,1104449,CITES
2183,18815,20920,CITES
2184,18832,1122425,CITES
2185,18832,18833,CITES
2186,18832,682666,CITES
2187,18832,81350,CITES
2188,18834,1152740,CITES
2189,18834,1152944,CITES
2190,18834,18833,CITES
2191,19045,593210,CITES
2192,19045,593328,CITES
2193,19045,593329,CITES
2194,19045,87363,CITES
2195,19231,1107572,CITES
2196,19231,1153736,CITES
2197,19231,12960,CITES
2198,19231,18619,CITES
2199,19231,30934,CITES
2200,19231,686061,CITES
2201,19621,1106287,CITES
2202,19621,1114153,CITES
2203,19621,1114442,CITES
2204,19621,1126044,CITES
2205,19621,1128846,CITES
2206,19621,1131464,CITES
2207,19621,1135082,CITES
2208,19621,1135137,CITES
2209,19621,123825,CITES
2210,19621,184918,CITES
2211,19621,23448,CITES
2212,19621,240791,CITES
2213,19621,330148,CITES
2214,19621,42847,CITES
2215,19621,49482,CITES
2216,19621,6184,CITES
2217,19621,62347,CITES
2218,19621,628888,CITES
2219,19621,631052,CITES
2220,19621,649730,CITES
2221,19621,649739,CITES
2222,19621,66990,CITES
2223,19621,684372,CITES
2224,19621,7276,CITES
2225,19621,7297,CITES
2226,19621,763009,CITES
2227,19621,83826,CITES
2228,19621,853116,CITES
2229,19621,948147,CITES
2230,19621,948299,CITES
2231,19621,950052,CITES
2232,19697,131318,CITES
2233,19697,239800,CITES
2234,19697,32698,CITES
2235,19697,40124,CITES
2236,19697,95718,CITES
2237,20178,38829,CITES
2238,20178,64271,CITES
2239,20178,91853,CITES
2240,20179,20178,CITES
2241,20179,91852,CITES
2242,20179,91853,CITES
2243,20179,95188,CITES
2244,20180,91853,CITES
2245,20180,943,CITES
2246,20193,1108597,CITES
2247,20193,1114777,CITES
2248,20193,1116397,CITES
2249,20193,1116839,CITES
2250,20193,1119180,CITES
2251,20193,112813,CITES
2252,20193,1130653,CITES
2253,20193,1130657,CITES
2254,20193,1138091,CITES
2255,20193,1152244,CITES
2256,20193,1153877,CITES
2257,20193,1153879,CITES
2258,20193,1153889,CITES
2259,20193,144330,CITES
2260,20193,3085,CITES
2261,20193,30973,CITES
2262,20193,395725,CITES
2263,20193,5062,CITES
2264,20193,566488,CITES
2265,20193,566653,CITES
2266,20193,566664,CITES
2267,20193,91853,CITES
2268,20526,1103315,CITES
2269,20526,1118092,CITES
2270,20528,1103315,CITES
2271,20528,1103676,CITES
2272,20528,1107067,CITES
2273,20534,1103315,CITES
2274,20534,1106966,CITES
2275,20534,1107455,CITES
2276,20534,1111052,CITES
2277,20534,23774,CITES
2278,20534,70442,CITES
2279,20534,7419,CITES
2280,20584,1106849,CITES
2281,20584,1111788,CITES
2282,20584,1118823,CITES
2283,20584,20592,CITES
2284,20584,20593,CITES
2285,20584,235776,CITES
2286,20584,389715,CITES
2287,20584,6311,CITES
2288,20592,20593,CITES
2289,20601,1108167,CITES
2290,20601,1118209,CITES
2291,20601,1121537,CITES
2292,20601,12158,CITES
2293,20601,12199,CITES
2294,20601,12247,CITES
2295,20601,124734,CITES
2296,20601,20602,CITES
2297,20601,25805,CITES
2298,20601,42207,CITES
2299,20601,95225,CITES
2300,20602,1108167,CITES
2301,20602,1121537,CITES
2302,20602,12155,CITES
2303,20602,12158,CITES
2304,20602,12199,CITES
2305,20602,12247,CITES
2306,20602,20601,CITES
2307,20602,42207,CITES
2308,20602,95225,CITES
2309,20821,1127851,CITES
2310,20821,372862,CITES
2311,20857,1127863,CITES
2312,20857,1155073,CITES
2313,20923,1115701,CITES
2314,20923,1116530,CITES
2315,20923,20924,CITES
2316,20923,289885,CITES
2317,20923,294030,CITES
2318,20924,1108267,CITES
2319,20924,1113934,CITES
2320,20924,1115701,CITES
2321,20924,289885,CITES
2322,20924,294030,CITES
2323,20924,521207,CITES
2324,20972,1116181,CITES
2325,22229,1103383,CITES
2326,22229,1107418,CITES
2327,22229,1112911,CITES
2328,22229,1128369,CITES
2329,22229,144701,CITES
2330,22229,190697,CITES
2331,22229,22241,CITES
2332,22229,243483,CITES
2333,22229,459216,CITES
2334,22229,593105,CITES
2335,22229,595193,CITES
2336,22241,1103383,CITES
2337,22241,1107418,CITES
2338,22241,1128369,CITES
2339,22241,595193,CITES
2340,22386,1107010,CITES
2341,22386,1128407,CITES
2342,22386,207395,CITES
2343,22386,310530,CITES
2344,22386,38839,CITES
2345,22386,38845,CITES
2346,22386,38846,CITES
2347,22386,3932,CITES
2348,22431,1110426,CITES
2349,22431,144330,CITES
2350,22431,49843,CITES
2351,22431,49844,CITES
2352,22431,49847,CITES
2353,22431,6639,CITES
2354,22563,10435,CITES
2355,22563,107251,CITES
2356,22563,107252,CITES
2357,22563,1103394,CITES
2358,22563,1120962,CITES
2359,22563,1121459,CITES
2360,22563,1123926,CITES
2361,22563,12439,CITES
2362,22563,13686,CITES
2363,22563,1786,CITES
2364,22563,22564,CITES
2365,22563,22566,CITES
2366,22563,3220,CITES
2367,22563,36140,CITES
2368,22563,389715,CITES
2369,22563,63915,CITES
2370,22563,6767,CITES
2371,22563,6771,CITES
2372,22563,94229,CITES
2373,22564,10435,CITES
2374,22564,1103394,CITES
2375,22564,22566,CITES
2376,22566,10435,CITES
2377,22566,1103394,CITES
2378,22835,1110563,CITES
2379,22835,39904,CITES
2380,22869,22876,CITES
2381,22874,22876,CITES
2382,22875,1110947,CITES
2383,22875,1113934,CITES
2384,22875,22876,CITES
2385,22883,22876,CITES
2386,22886,1107367,CITES
2387,22886,1120444,CITES
2388,22886,28447,CITES
2389,23069,23070,CITES
2390,23069,74700,CITES
2391,23070,1116044,CITES
2392,23070,134307,CITES
2393,23070,134316,CITES
2394,23070,74698,CITES
2395,23070,87915,CITES
2396,23116,1105433,CITES
2397,23116,1111978,CITES
2398,23116,40124,CITES
2399,23116,41666,CITES
2400,23116,576257,CITES
2401,23258,1106052,CITES
2402,23258,168410,CITES
2403,23258,18251,CITES
2404,23502,184918,CITES
2405,23502,23507,CITES
2406,23507,1109392,CITES
2407,23507,13717,CITES
2408,23507,152731,CITES
2409,23507,217852,CITES
2410,23507,23502,CITES
2411,23507,649731,CITES
2412,23507,93320,CITES
2413,23546,27230,CITES
2414,23738,101662,CITES
2415,23738,101811,CITES
2416,23738,1118764,CITES
2417,23738,11325,CITES
2418,23738,11342,CITES
2419,23738,1153064,CITES
2420,23738,1153148,CITES
2421,23738,189574,CITES
2422,23738,22563,CITES
2423,23738,27249,CITES
2424,23738,27250,CITES
2425,23738,411092,CITES
2426,23738,65650,CITES
2427,23738,73146,CITES
2428,23738,84020,CITES
2429,23774,1106406,CITES
2430,23774,1107455,CITES
2431,23774,7432,CITES
2432,24043,1111265,CITES
2433,24043,15076,CITES
2434,24043,928873,CITES
2435,24476,1103499,CITES
2436,24476,1106546,CITES
2437,24476,1153024,CITES
2438,24530,1109581,CITES
2439,24966,1104449,CITES
2440,24966,1105344,CITES
2441,24966,1105433,CITES
2442,24966,1106370,CITES
2443,24966,1106671,CITES
2444,24966,1123576,CITES
2445,24966,1131149,CITES
2446,24966,1131267,CITES
2447,24966,1152194,CITES
2448,24966,1154042,CITES
2449,24966,124828,CITES
2450,24966,131042,CITES
2451,24966,131318,CITES
2452,24966,145134,CITES
2453,24966,145176,CITES
2454,24966,19697,CITES
2455,24966,197452,CITES
2456,24966,202639,CITES
2457,24966,23116,CITES
2458,24966,239800,CITES
2459,24966,27627,CITES
2460,24966,40124,CITES
2461,24966,63549,CITES
2462,24966,641976,CITES
2463,24966,65212,CITES
2464,24966,671293,CITES
2465,24966,79809,CITES
2466,24966,92065,CITES
2467,24966,95719,CITES
2468,24974,1104258,CITES
2469,24974,1112723,CITES
2470,24974,131042,CITES
2471,24974,34315,CITES
2472,24974,40125,CITES
2473,24974,6771,CITES
2474,25181,1152277,CITES
2475,25181,1152673,CITES
2476,25181,1154251,CITES
2477,25181,25184,CITES
2478,25181,27174,CITES
2479,25181,96335,CITES
2480,25184,285675,CITES
2481,25184,385572,CITES
2482,25702,1108834,CITES
2483,25702,1118848,CITES
2484,25702,1136397,CITES
2485,25702,1153897,CITES
2486,25702,147870,CITES
2487,25702,202639,CITES
2488,25702,675649,CITES
2489,25702,910,CITES
2490,25772,1104769,CITES
2491,25772,1105932,CITES
2492,25772,1122580,CITES
2493,25772,1126503,CITES
2494,25772,1997,CITES
2495,25772,641956,CITES
2496,25791,28202,CITES
2497,25791,45212,CITES
2498,25794,582343,CITES
2499,25805,1108167,CITES
2500,25805,1110028,CITES
2501,25805,1121063,CITES
2502,25805,385251,CITES
2503,26850,1114605,CITES
2504,27174,180373,CITES
2505,27174,25184,CITES
2506,27174,35343,CITES
2507,27174,96335,CITES
2508,27199,148399,CITES
2509,27199,248119,CITES
2510,27203,1106418,CITES
2511,27203,1118209,CITES
2512,27203,148399,CITES
2513,27230,23545,CITES
2514,27241,1106492,CITES
2515,27241,1116268,CITES
2516,27243,1104851,CITES
2517,27243,59045,CITES
2518,27246,1110390,CITES
2519,27249,368431,CITES
2520,27249,8079,CITES
2521,27510,1110998,CITES
2522,27510,1128990,CITES
2523,27510,1152143,CITES
2524,27510,188318,CITES
2525,27514,1152143,CITES
2526,27530,1106630,CITES
2527,27530,1128542,CITES
2528,27530,27531,CITES
2529,27530,592826,CITES
2530,27530,66594,CITES
2531,27531,1106370,CITES
2532,27531,763009,CITES
2533,27535,1112026,CITES
2534,27535,13686,CITES
2535,27535,173884,CITES
2536,27535,308232,CITES
2537,27535,34961,CITES
2538,27543,1106630,CITES
2539,27543,1135125,CITES
2540,27543,27531,CITES
2541,27606,111866,CITES
2542,27606,124734,CITES
2543,27606,249858,CITES
2544,27612,1118209,CITES
2545,27612,12198,CITES
2546,27623,105899,CITES
2547,27623,1104182,CITES
2548,27623,1126029,CITES
2549,27623,27632,CITES
2550,27623,28254,CITES
2551,27623,686015,CITES
2552,27623,686030,CITES
2553,27623,686061,CITES
2554,27623,75674,CITES
2555,27627,105899,CITES
2556,27627,116021,CITES
2557,27627,18619,CITES
2558,27627,23116,CITES
2559,27627,27632,CITES
2560,27627,28254,CITES
2561,27627,686015,CITES
2562,27627,686030,CITES
2563,27627,686061,CITES
2564,27631,20528,CITES
2565,27631,28254,CITES
2566,27631,55968,CITES
2567,27632,28254,CITES
2568,27895,105057,CITES
2569,27895,1103676,CITES
2570,27895,1122580,CITES
2571,27895,112378,CITES
2572,27895,1132706,CITES
2573,27895,1786,CITES
2574,27895,23738,CITES
2575,28026,5064,CITES
2576,28026,5069,CITES
2577,28202,1114629,CITES
2578,28202,1128267,CITES
2579,28202,325497,CITES
2580,28227,20526,CITES
2581,28227,6169,CITES
2582,28230,1108267,CITES
2583,28230,1123756,CITES
2584,28249,1116347,CITES
2585,28249,1129096,CITES
2586,28249,628668,CITES
2587,28254,105899,CITES
2588,28254,1118092,CITES
2589,28254,686015,CITES
2590,28254,686061,CITES
2591,28265,1152436,CITES
2592,28265,943,CITES
2593,28267,1152896,CITES
2594,28278,1107312,CITES
2595,28287,1106547,CITES
2596,28287,1107355,CITES
2597,28287,128540,CITES
2598,28287,1385,CITES
2599,28287,308529,CITES
2600,28287,387795,CITES
2601,28287,567005,CITES
2602,28287,56709,CITES
2603,28290,1104999,CITES
2604,28290,1107674,CITES
2605,28290,28287,CITES
2606,28290,308529,CITES
2607,28290,56709,CITES
2608,28290,63832,CITES
2609,28336,108047,CITES
2610,28350,1109957,CITES
2611,28350,1113459,CITES
2612,28350,1129243,CITES
2613,28350,13193,CITES
2614,28350,241133,CITES
2615,28350,28227,CITES
2616,28350,341188,CITES
2617,28350,6210,CITES
2618,28350,6220,CITES
2619,28350,628667,CITES
2620,28350,628668,CITES
2621,28350,95579,CITES
2622,28359,35863,CITES
2623,28385,1106112,CITES
2624,28385,1125895,CITES
2625,28385,118558,CITES
2626,28387,1107312,CITES
2627,28389,353541,CITES
2628,28412,1128430,CITES
2629,28412,27631,CITES
2630,28412,6217,CITES
2631,28412,6220,CITES
2632,28447,1107367,CITES
2633,28447,1120444,CITES
2634,28447,194645,CITES
2635,28471,91975,CITES
2636,28485,168410,CITES
2637,28485,23258,CITES
2638,28487,1153056,CITES
2639,28487,128,CITES
2640,28487,206259,CITES
2641,28487,8213,CITES
2642,28487,95586,CITES
2643,28489,13193,CITES
2644,28489,6210,CITES
2645,28491,1152910,CITES
2646,28491,153598,CITES
2647,28491,341188,CITES
2648,28491,782486,CITES
2649,28504,1139928,CITES
2650,28504,1153287,CITES
2651,28504,131315,CITES
2652,28504,365294,CITES
2653,28504,7430,CITES
2654,28504,95589,CITES
2655,28542,124064,CITES
2656,28542,206259,CITES
2657,28632,32260,CITES
2658,28640,1059953,CITES
2659,28640,28641,CITES
2660,28649,12182,CITES
2661,28649,155736,CITES
2662,28649,155738,CITES
2663,28851,54131,CITES
2664,28851,578669,CITES
2665,28851,595157,CITES
2666,28957,103537,CITES
2667,28957,1105531,CITES
2668,28957,159897,CITES
2669,28957,189577,CITES
2670,28957,28964,CITES
2671,28957,35922,CITES
2672,28957,66794,CITES
2673,28957,88356,CITES
2674,28957,94713,CITES
2675,28964,1125402,CITES
2676,28964,1125944,CITES
2677,29492,1112426,CITES
2678,29492,1122574,CITES
2679,29492,131117,CITES
2680,29492,144408,CITES
2681,29492,152219,CITES
2682,29492,29708,CITES
2683,29492,3229,CITES
2684,29492,400473,CITES
2685,29708,131315,CITES
2686,29723,131315,CITES
2687,29723,300071,CITES
2688,29723,35905,CITES
2689,29723,6818,CITES
2690,29738,155277,CITES
2691,30817,1120211,CITES
2692,30817,3229,CITES
2693,30817,631052,CITES
2694,30817,75691,CITES
2695,30895,1152277,CITES
2696,30895,1152673,CITES
2697,30895,1154251,CITES
2698,30895,144679,CITES
2699,30895,30901,CITES
2700,30934,12960,CITES
2701,31055,1106630,CITES
2702,31083,1123068,CITES
2703,31083,48066,CITES
2704,31105,1105672,CITES
2705,31105,175291,CITES
2706,31336,1129442,CITES
2707,31336,31349,CITES
2708,31336,686532,CITES
2709,31349,686532,CITES
2710,31353,10531,CITES
2711,31353,1063773,CITES
2712,31353,1107567,CITES
2713,31353,1123576,CITES
2714,31353,1124844,CITES
2715,31353,1129442,CITES
2716,31353,1129608,CITES
2717,31353,1135746,CITES
2718,31353,1152162,CITES
2719,31353,1152272,CITES
2720,31353,1152904,CITES
2721,31353,194617,CITES
2722,31353,286562,CITES
2723,31353,31336,CITES
2724,31353,31349,CITES
2725,31353,31927,CITES
2726,31353,43698,CITES
2727,31353,686532,CITES
2728,31353,686559,CITES
2729,31479,1115701,CITES
2730,31479,114189,CITES
2731,31479,14549,CITES
2732,31479,20592,CITES
2733,31479,289885,CITES
2734,31479,294030,CITES
2735,31479,39165,CITES
2736,31483,1131137,CITES
2737,31483,118682,CITES
2738,31483,39126,CITES
2739,31483,39165,CITES
2740,31489,1130780,CITES
2741,31489,1152150,CITES
2742,31489,227286,CITES
2743,31489,40583,CITES
2744,31489,40605,CITES
2745,31489,632796,CITES
2746,31489,632874,CITES
2747,31489,632935,CITES
2748,31489,633585,CITES
2749,31489,633721,CITES
2750,31489,9581,CITES
2751,31769,67245,CITES
2752,31769,67246,CITES
2753,31863,358894,CITES
2754,31863,91581,CITES
2755,31927,1124844,CITES
2756,31927,1129572,CITES
2757,31927,194617,CITES
2758,31927,31932,CITES
2759,31932,194617,CITES
2760,32083,1113995,CITES
2761,32083,1120962,CITES
2762,32083,1153933,CITES
2763,32083,200630,CITES
2764,32083,31769,CITES
2765,32083,346292,CITES
2766,32083,35061,CITES
2767,32083,45605,CITES
2768,32083,6771,CITES
2769,32083,688361,CITES
2770,32260,62274,CITES
2771,32260,94713,CITES
2772,32276,15076,CITES
2773,32276,174418,CITES
2774,32276,39199,CITES
2775,32276,636500,CITES
2776,32276,636511,CITES
2777,32276,84695,CITES
2778,32688,1717,CITES
2779,32688,69418,CITES
2780,32698,95719,CITES
2781,32872,1118245,CITES
2782,33231,1105531,CITES
2783,33231,1121254,CITES
2784,33231,1132887,CITES
2785,33231,158172,CITES
2786,33231,293974,CITES
2787,33231,300071,CITES
2788,33231,315266,CITES
2789,33231,445938,CITES
2790,33301,1022969,CITES
2791,33301,33303,CITES
2792,33325,1110256,CITES
2793,33325,12960,CITES
2794,33325,429781,CITES
2795,33412,124296,CITES
2796,33412,211875,CITES
2797,33412,34708,CITES
2798,33818,1120138,CITES
2799,33818,1123087,CITES
2800,33818,78549,CITES
2801,33818,78552,CITES
2802,33818,78557,CITES
2803,33823,1119004,CITES
2804,33823,33818,CITES
2805,33823,78549,CITES
2806,33823,78552,CITES
2807,33823,78557,CITES
2808,33895,1103960,CITES
2809,33895,1153577,CITES
2810,33895,1154176,CITES
2811,33895,33904,CITES
2812,33895,593813,CITES
2813,33895,82087,CITES
2814,33904,1103960,CITES
2815,33904,1110546,CITES
2816,33907,1103960,CITES
2817,33907,1134022,CITES
2818,33907,1136814,CITES
2819,33907,593091,CITES
2820,33907,593813,CITES
2821,34082,1103969,CITES
2822,34082,1119216,CITES
2823,34257,1106771,CITES
2824,34257,1111186,CITES
2825,34257,1114398,CITES
2826,34257,1115456,CITES
2827,34257,1116974,CITES
2828,34257,1122642,CITES
2829,34257,1153003,CITES
2830,34257,192870,CITES
2831,34257,34263,CITES
2832,34257,34266,CITES
2833,34257,368605,CITES
2834,34257,87482,CITES
2835,34257,90655,CITES
2836,34263,1122642,CITES
2837,34263,87482,CITES
2838,34263,90655,CITES
2839,34266,1122642,CITES
2840,34266,34263,CITES
2841,34266,90655,CITES
2842,34315,1103979,CITES
2843,34315,40125,CITES
2844,34355,1103979,CITES
2845,34708,102406,CITES
2846,34708,120039,CITES
2847,34708,211432,CITES
2848,34961,22883,CITES
2849,34961,31043,CITES
2850,34979,1104007,CITES
2851,34979,1106418,CITES
2852,34979,13982,CITES
2853,35061,1113438,CITES
2854,35061,1152761,CITES
2855,35061,1153860,CITES
2856,35061,144701,CITES
2857,35061,210871,CITES
2858,35061,22229,CITES
2859,35061,240791,CITES
2860,35061,263498,CITES
2861,35061,45605,CITES
2862,35061,48766,CITES
2863,35061,503871,CITES
2864,35061,682815,CITES
2865,35335,168958,CITES
2866,35335,35343,CITES
2867,35335,59772,CITES
2868,35343,1118332,CITES
2869,35490,1104031,CITES
2870,35490,1116410,CITES
2871,35490,64271,CITES
2872,35490,95188,CITES
2873,35778,108962,CITES
2874,35778,108983,CITES
2875,35778,1108389,CITES
2876,35778,1125469,CITES
2877,35778,1919,CITES
2878,35778,519318,CITES
2879,35778,73146,CITES
2880,35797,100961,CITES
2881,35797,1050679,CITES
2882,35797,1110998,CITES
2883,35797,1116629,CITES
2884,35797,1128974,CITES
2885,35797,188318,CITES
2886,35797,399370,CITES
2887,35797,60169,CITES
2888,35797,60170,CITES
2889,35797,627024,CITES
2890,35852,1035,CITES
2891,35852,1113438,CITES
2892,35852,41732,CITES
2893,35852,486840,CITES
2894,35863,134060,CITES
2895,35863,20972,CITES
2896,35863,28359,CITES
2897,35905,1152162,CITES
2898,35905,1152272,CITES
2899,35905,1152904,CITES
2900,35905,29723,CITES
2901,35922,1105116,CITES
2902,35922,1140547,CITES
2903,35922,1152162,CITES
2904,35922,1152272,CITES
2905,35922,1152904,CITES
2906,35922,194223,CITES
2907,35922,390894,CITES
2908,35922,390896,CITES
2909,35922,390922,CITES
2910,35922,396412,CITES
2911,35922,50336,CITES
2912,35922,50337,CITES
2913,35922,66982,CITES
2914,36131,1152633,CITES
2915,36131,17208,CITES
2916,36131,77438,CITES
2917,36140,105057,CITES
2918,36140,1104055,CITES
2919,36140,112378,CITES
2920,36140,12439,CITES
2921,36140,22563,CITES
2922,36140,27249,CITES
2923,36140,323128,CITES
2924,36140,350373,CITES
2925,36140,35797,CITES
2926,36140,46500,CITES
2927,36140,57764,CITES
2928,36140,63915,CITES
2929,36145,1104055,CITES
2930,36145,1105672,CITES
2931,36145,1116268,CITES
2932,36145,272720,CITES
2933,36145,52784,CITES
2934,36162,1132815,CITES
2935,36162,1152307,CITES
2936,36162,1152448,CITES
2937,36162,1152975,CITES
2938,36162,1153703,CITES
2939,36162,197452,CITES
2940,36162,20528,CITES
2941,36167,20528,CITES
2942,36620,1128430,CITES
2943,36620,120039,CITES
2944,36620,189620,CITES
2945,36802,1108389,CITES
2946,36802,130,CITES
2947,36802,189856,CITES
2948,36802,37888,CITES
2949,36802,589923,CITES
2950,36802,590022,CITES
2951,37483,1130539,CITES
2952,37483,217852,CITES
2953,37483,2440,CITES
2954,37483,5959,CITES
2955,37483,63931,CITES
2956,37541,1119140,CITES
2957,37541,260979,CITES
2958,37879,1105116,CITES
2959,37884,300071,CITES
2960,37888,1108389,CITES
2961,37888,1125469,CITES
2962,37888,1152633,CITES
2963,37888,293974,CITES
2964,37888,77438,CITES
2965,38205,108047,CITES
2966,38205,1128997,CITES
2967,38205,1129610,CITES
2968,38205,1153942,CITES
2969,38205,117316,CITES
2970,38205,592975,CITES
2971,38205,592986,CITES
2972,38205,593060,CITES
2973,38205,595056,CITES
2974,38205,606647,CITES
2975,38205,61069,CITES
2976,38480,1104182,CITES
2977,38537,1131270,CITES
2978,38537,1131277,CITES
2979,38537,137868,CITES
2980,38537,153063,CITES
2981,38537,642847,CITES
2982,38537,646195,CITES
2983,38722,1106172,CITES
2984,38722,1135746,CITES
2985,38722,5038,CITES
2986,38722,51180,CITES
2987,38722,65650,CITES
2988,38722,81350,CITES
2989,38771,1104191,CITES
2990,38829,1107010,CITES
2991,38829,1116397,CITES
2992,38829,1152244,CITES
2993,38839,310530,CITES
2994,38845,1107010,CITES
2995,38845,1110579,CITES
2996,38846,1128407,CITES
2997,38846,38845,CITES
2998,39126,1107067,CITES
2999,39126,88356,CITES
3000,39127,1105932,CITES
3001,39127,1128881,CITES
3002,39127,1128927,CITES
3003,39127,1128935,CITES
3004,39127,116081,CITES
3005,39127,116084,CITES
3006,39127,116087,CITES
3007,39127,195150,CITES
3008,39127,277263,CITES
3009,39127,3231,CITES
3010,39127,46476,CITES
3011,39127,49660,CITES
3012,39127,52835,CITES
3013,39127,592826,CITES
3014,39127,592830,CITES
3015,39127,75972,CITES
3016,39130,346243,CITES
3017,39130,36620,CITES
3018,39130,39131,CITES
3019,39130,521252,CITES
3020,39131,1106330,CITES
3021,39131,1131728,CITES
3022,39131,3231,CITES
3023,39131,6334,CITES
3024,39165,1131137,CITES
3025,39165,118682,CITES
3026,39165,39126,CITES
3027,39199,39210,CITES
3028,39199,66982,CITES
3029,39199,66990,CITES
3030,39210,66982,CITES
3031,39210,66986,CITES
3032,39403,130,CITES
3033,39474,1694,CITES
3034,39890,1123689,CITES
3035,39890,1154229,CITES
3036,39890,1154232,CITES
3037,39890,1154233,CITES
3038,39890,149669,CITES
3039,39890,162664,CITES
3040,39890,189571,CITES
3041,39890,242663,CITES
3042,39890,294030,CITES
3043,39890,3191,CITES
3044,39890,51045,CITES
3045,39890,521855,CITES
3046,39890,523394,CITES
3047,39890,559804,CITES
3048,39890,653441,CITES
3049,39890,714256,CITES
3050,39890,714289,CITES
3051,39890,714975,CITES
3052,40124,1104258,CITES
3053,40124,1112723,CITES
3054,40125,1104258,CITES
3055,40131,118079,CITES
3056,40135,118079,CITES
3057,40135,13686,CITES
3058,40151,1104261,CITES
3059,40151,1132418,CITES
3060,40151,1152307,CITES
3061,40151,1152448,CITES
3062,40151,1152975,CITES
3063,40151,1153703,CITES
3064,40151,288,CITES
3065,40151,49660,CITES
3066,40151,671293,CITES
3067,40605,40583,CITES
3068,40605,633721,CITES
3069,40605,884094,CITES
3070,40886,1121459,CITES
3071,40886,112378,CITES
3072,40886,1131728,CITES
3073,40886,141868,CITES
3074,40886,145215,CITES
3075,40886,429805,CITES
3076,40886,654177,CITES
3077,41216,1104300,CITES
3078,41417,1108329,CITES
3079,41417,1113551,CITES
3080,41417,128383,CITES
3081,41666,943087,CITES
3082,41714,1033,CITES
3083,41714,1110515,CITES
3084,41714,144212,CITES
3085,41714,182094,CITES
3086,41714,190697,CITES
3087,41714,190706,CITES
3088,41714,197054,CITES
3089,41714,44455,CITES
3090,41714,568857,CITES
3091,41714,594047,CITES
3092,41714,61069,CITES
3093,42156,1116594,CITES
3094,42156,1118120,CITES
3095,42156,1152179,CITES
3096,42156,340299,CITES
3097,42207,219239,CITES
3098,42209,27199,CITES
3099,42221,248119,CITES
3100,42221,27199,CITES
3101,42221,42209,CITES
3102,42221,57948,CITES
3103,42221,989397,CITES
3104,42847,1104379,CITES
3105,42848,1104379,CITES
3106,42848,1116835,CITES
3107,43165,1131195,CITES
3108,43186,1135894,CITES
3109,43186,152731,CITES
3110,43186,16461,CITES
3111,43639,469504,CITES
3112,43639,99025,CITES
3113,43698,1129442,CITES
3114,43698,31349,CITES
3115,43698,686532,CITES
3116,44017,1106492,CITES
3117,44017,206524,CITES
3118,44017,48075,CITES
3119,44121,1104435,CITES
3120,44368,1128227,CITES
3121,44455,1128985,CITES
3122,44455,128540,CITES
3123,44455,227178,CITES
3124,44455,387795,CITES
3125,44455,41714,CITES
3126,44455,568857,CITES
3127,44514,210871,CITES
3128,44514,253971,CITES
3129,44514,606479,CITES
3130,45052,1131266,CITES
3131,45052,27250,CITES
3132,45188,1130929,CITES
3133,45188,192734,CITES
3134,45188,350362,CITES
3135,45188,45189,CITES
3136,45188,976284,CITES
3137,45189,1105450,CITES
3138,45189,1106401,CITES
3139,45189,1132385,CITES
3140,45189,192734,CITES
3141,45189,192850,CITES
3142,45189,272720,CITES
3143,45189,45188,CITES
3144,45189,976284,CITES
3145,45212,1105764,CITES
3146,45212,120013,CITES
3147,45533,1104495,CITES
3148,45533,1106771,CITES
3149,45533,1115456,CITES
3150,45533,1116974,CITES
3151,45533,34266,CITES
3152,45533,87482,CITES
3153,45603,1104647,CITES
3154,45603,1125092,CITES
3155,45605,1033,CITES
3156,45605,1035,CITES
3157,45605,1131639,CITES
3158,45605,144212,CITES
3159,45605,190706,CITES
3160,45605,240791,CITES
3161,45605,503871,CITES
3162,45605,682815,CITES
3163,45605,975567,CITES
3164,46079,1152569,CITES
3165,46079,69284,CITES
3166,46452,1153091,CITES
3167,46452,582343,CITES
3168,46468,27249,CITES
3169,46470,1105450,CITES
3170,46491,107251,CITES
3171,46491,107252,CITES
3172,46491,1105672,CITES
